scenario,controller,seed,steps,command_attempts,safety_infeasible,safety_certified_steps,safety_intervention_steps,unsafe_state_steps,safety_correction_mean,safety_correction_max,safety_correction_sum,safety_constraint_margin_min,uncertainty_scale_mean,uncertainty_scale_min,uncertainty_norm_mean,uncertainty_norm_max,raw_residual_norm_mean,gated_residual_norm_mean,context_latent_norm_mean,context_latent_norm_max
id_randomized_heldout,A5_train_seed_1,40001,83,83,False,83,33,0,4.549078765951949,20.86763016869691,377.57353757401177,-8.526512829121202e-14,1.0,1.0,0.0,0.0,6.828716513565764,6.828716513565764,0.0,0.0
id_randomized_heldout,A5_train_seed_1,40002,103,103,False,103,90,0,6.655313445744445,28.21810338652805,685.4972849116779,-4.263256414560601e-14,1.0,1.0,0.0,0.0,8.85774016085423,8.85774016085423,0.0,0.0
id_randomized_heldout,A5_train_seed_1,40003,88,88,False,88,72,0,5.6270117113738225,16.05617537002621,495.1770306008964,-1.4210854715202004e-14,1.0,1.0,0.0,0.0,8.75965688889891,8.75965688889891,0.0,0.0
id_randomized_heldout,A5_train_seed_1,40004,65,65,False,65,19,0,7.660799732982748,33.2336500899221,497.95198264387864,-1.0658141036401503e-14,1.0,1.0,0.0,0.0,4.315564249026805,4.315564249026805,0.0,0.0
id_randomized_heldout,A5_train_seed_1,40005,86,86,False,86,47,0,9.554482046098789,30.9745525111967,821.6854559644959,-1.4210854715202004e-14,1.0,1.0,0.0,0.0,6.366746499348997,6.366746499348997,0.0,0.0
id_randomized_heldout,A5_train_seed_1,40006,133,133,False,133,23,0,4.740032680129491,32.232060822060106,630.4243464572223,-4.263256414560601e-14,1.0,1.0,0.0,0.0,6.252841905713301,6.252841905713301,0.0,0.0
id_randomized_heldout,A5_train_seed_1,40007,83,83,False,83,30,0,5.691268417692092,22.24097932555403,472.37527866844357,-2.1316282072803006e-14,1.0,1.0,0.0,0.0,4.215878133005175,4.215878133005175,0.0,0.0
id_randomized_heldout,A5_train_seed_1,40008,52,52,False,52,26,0,2.640387628719592,8.321497252215874,137.30015669341878,-4.263256414560601e-14,1.0,1.0,0.0,0.0,4.313768521710869,4.313768521710869,0.0,0.0
id_randomized_heldout,A5_train_seed_1,40009,48,48,False,48,20,0,2.936013516602992,10.779030474819589,140.9286487969436,-2.842170943040401e-14,1.0,1.0,0.0,0.0,4.500422644187356,4.500422644187356,0.0,0.0
id_randomized_heldout,A5_train_seed_1,40010,250,250,False,250,247,0,5.946363930428097,9.24088421129032,1486.5909826070242,-2.1316282072803006e-14,1.0,1.0,0.0,0.0,10.302801452016485,10.302801452016485,0.0,0.0
id_randomized_heldout,A5_train_seed_1,40011,250,250,False,250,14,0,0.5023159014324501,17.703910831523462,125.57897535811253,-7.105427357601002e-15,1.0,1.0,0.0,0.0,2.6492223785676905,2.6492223785676905,0.0,0.0
id_randomized_heldout,A5_train_seed_1,40012,250,250,False,250,28,0,2.621795941958834,32.87138400369015,655.4489854897085,-1.4210854715202004e-14,1.0,1.0,0.0,0.0,7.018064956254327,7.018064956254327,0.0,0.0
id_randomized_heldout,A5_train_seed_1,40013,250,250,False,250,69,0,2.0558955375927246,25.026634106835704,513.9738843981811,-5.684341886080802e-14,1.0,1.0,0.0,0.0,6.698910445459157,6.698910445459157,0.0,0.0
id_randomized_heldout,A5_train_seed_1,40014,82,82,False,82,51,0,2.29544943866795,10.095724979822938,188.2268539707719,-5.684341886080802e-14,1.0,1.0,0.0,0.0,5.218085324106623,5.218085324106623,0.0,0.0
id_randomized_heldout,A5_train_seed_1,40015,250,250,False,250,78,0,1.6676098602257843,16.535586270471207,416.9024650564461,-4.263256414560601e-14,1.0,1.0,0.0,0.0,6.822012158889429,6.822012158889429,0.0,0.0
id_randomized_heldout,A5_train_seed_1,40016,102,102,False,102,44,0,0.5761478816552912,2.601877653501339,58.7670839288397,-3.552713678800501e-14,1.0,1.0,0.0,0.0,5.71859482671758,5.71859482671758,0.0,0.0
id_randomized_heldout,A5_train_seed_1,40017,250,250,False,250,16,2,0.6817579883663084,23.155293414827913,170.4394970915771,-1.4210854715202004e-14,1.0,1.0,0.0,0.0,5.0332761322564155,5.0332761322564155,0.0,0.0
